PredictedValue,PredictionConfidence,Order Priority,Customer Segment,Product Category,Product Sub Category,Product Container,Product Name,Profit,Quantity Ordered,Sales,Gross Unit Price,Shipping Cost,Ship Mode,Ship Date,City,Order Line ID,# of Order Lines,Order ID,# of Orders,Customer ID,# of Customers,Customer Name,Grouped Sub Category,Discount,Order Date,{Row Count}
Delivered,1,Low,Home Office,Office Supplies,Appliances,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,1441.33,8,2126.09,295.29,23.19,Delivery Truck,'2015-02-20',Shanghai,6661,6661,90325,90325,2450,2450,Tonya Miller,Furniture,148.31,'2015-02-15 17:44:39.000',1
Delivered,1,Not Specified,Corporate,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,231.31,11,1365.07,126.63,56.14,Delivery Truck,'2015-02-18',Madison,8878,8878,90742,90742,3208,3208,Jackie Wu,Computer & Electronics,47.9,'2015-02-15 20:44:31.000',1
Delivered,0.81,Medium,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",-1.06,6,37.02,6.17,2.27,Regular Air,'2015-02-18',Moscow,2638,2638,89011,89011,1025,1025,Patrick Hendrix,Stationery,1.24,'2015-02-15 14:02:40.000',1
Delivered,1,Low,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,-112.09,6,1042.86,191,30,Delivery Truck,'2015-02-18',Shanghai,6662,6662,90325,90325,2450,2450,Tonya Miller,Furniture,68.03,'2015-02-15 02:39:24.000',1
Delivered,0.9,Low,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,-52.41,10,31.45,3.31,1.92,Regular Air,'2015-02-16',Madrid,7436,7436,88704,88704,2715,2715,Becky Farmer,Stationery,1.08,'2015-02-15 00:18:29.000',1
Delivered,0.65,Low,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,ACCOHIDE Binder by Acco,-40.17,12,50.75,4.36,5.34,Regular Air,'2015-02-23',Madrid,7435,7435,88704,88704,2715,2715,Becky Farmer,Stationery,1.28,'2015-02-15 06:30:12.000',1
Delivered,0.64,Not Specified,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",8.94,1,10.97,10.97,5.4,Regular Air,'2015-02-18',Marseille,8022,8022,86140,86140,2915,2915,Vivian Hunt,Furniture,0.36,'2015-02-17 00:33:37.000',1
Delivered,1,Critical,Consumer,Technology,Computer Peripherals,Small Pack,"Memorex 80 Minute CD-R, 30/Pack",194.47,13,293.18,24.25,1.99,Regular Air,'2015-02-19',San Pedro,3257,3257,89377,89377,1234,1234,Vickie Howe Lawrence,Computer & Electronics,12.57,'2015-02-16 00:57:58.000',1
Delivered,0.54,Not Specified,Home Office,Office Supplies,Envelopes,Small Box,Wausau Papers Astrobrights Colored Envelopes,38.29,10,62.47,6.31,2.5,Regular Air,'2015-02-18',Marseille,8021,8021,86140,86140,2915,2915,Vivian Hunt,Stationery,2.36,'2015-02-16 04:44:43.000',1
Delivered,0.76,Low,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",-28.18,5,35.4,7.78,5.53,Regular Air,'2015-02-19',Hong Kong,5221,5221,88341,88341,1953,1953,Penny Rose,Computer & Electronics,2.36,'2015-02-16 00:09:44.000',1
Delivered,0.87,Low,Small Business,Office Supplies,Storage & Organization,Small Box,Recycled Eldon Regeneration Jumbo File,-7.02,1,12.44,12.96,6.13,Regular Air,'2015-02-20',Moscow,2032,2032,86642,86642,760,760,Ben Reid Bland,Furniture,0.34,'2015-02-17 02:24:09.000',1
Delivered,0.96,High,Corporate,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,-76.49,3,121.54,42.2,4,Regular Air,'2015-02-20',CÃ_rdoba,2712,2712,90072,90072,1052,1052,Dennis Barbee Reynolds,Computer & Electronics,2.81,'2015-02-17 10:46:46.000',1
Delivered,1,Low,Small Business,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,-270.79,1,144.29,153.5,17.85,Delivery Truck,'2015-02-22',Sydney,2031,2031,86642,86642,760,760,Ben Reid Bland,Computer & Electronics,5.21,'2015-02-17 00:16:24.000',1
Delivered,0.82,Low,Corporate,Office Supplies,Appliances,Small Box,"Conquestâ„¢ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",576.61,14,841.54,60.11,13.22,Regular Air,'2015-02-24',Riyadh,7180,7180,90928,90928,2626,2626,Lillian Fischer,Furniture,26.83,'2015-02-18 01:33:57.000',1
Delivered,1,Low,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,3736.75,13,5580.66,466.61,14.7,Delivery Truck,'2015-02-24',Riyadh,7181,7181,90928,90928,2626,2626,Lillian Fischer,Computer & Electronics,379.72,'2015-02-18 01:41:18.000',1
Delivered,0.99,High,Small Business,Office Supplies,Labels,Small Box,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",553.39,8,830,103.75,0.49,Express Air,'2015-02-21',Varanasi,4409,4409,90129,90129,1660,1660,Keith Liu Duncan,Stationery,20.77,'2015-02-18 06:04:00.000',1
Delivered,1,Critical,Small Business,Office Supplies,Storage & Organization,Medium Box,Iris Project Case,-34.85,2,16,8.42,6.5,Regular Air,'2015-02-22',Nottingham,585,585,88532,88532,224,224,Evan Currie,Furniture,0.36,'2015-02-18 03:52:36.000',1
Delivered,1,Not Specified,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",521.42,4,999.06,257.49,43.32,Delivery Truck,'2015-02-22',Rio de Janeiro,3873,3873,86743,86743,1458,1458,Charlene Grant,Furniture,31.98,'2015-02-19 00:21:40.000',1
Delivered,0.58,Medium,Small Business,Technology,Computer Peripherals,Small Box,Gyration Ultra Cordless Optical Suite,199.86,4,400.67,106.56,7.18,Regular Air,'2015-02-22',Santa Fe,6447,6447,90719,90719,2374,2374,Ann Pearson,Computer & Electronics,19.11,'2015-02-19 20:03:31.000',1
Refunded,0.57,Not Specified,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones DublLock D-Ring Binders,13.43,4,27.91,7.12,2.99,Regular Air,'2015-02-22',Recife,3872,3872,86743,86743,1458,1458,Charlene Grant,Stationery,0.77,'2015-02-19 05:15:33.000',1
Delivered,1,Medium,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind TL300 Electric Binding System,187.74,1,870.9,946.63,19.99,Regular Air,'2015-02-21',Columbia,6446,6446,90719,90719,2374,2374,Ann Pearson,Stationery,49.43,'2015-02-19 09:32:37.000',1
Delivered,1,Critical,Corporate,Office Supplies,Appliances,Small Box,Belkin 5 Outlet SurgeMasterâ„¢ Power Centers,295.93,8,446.2,57.5,0.99,Regular Air,'2015-02-22',Tumkur,5941,5941,89441,89441,2188,2188,Shelley Grant,Furniture,20.29,'2015-02-20 00:38:35.000',1
Delivered,1,Critical,Consumer,Technology,Computer Peripherals,Small Pack,TDK 4.7GB DVD+RW,101.19,11,158,15.28,1.99,Regular Air,'2015-02-23',Rio de Janeiro,3673,3673,88737,88737,1391,1391,Carolyn Greer,Computer & Electronics,7.79,'2015-02-20 11:44:26.000',1
Delivered,1,Critical,Corporate,Technology,Telephones and Communication,Small Box,M70,582.56,8,1063.68,132.96,8.99,Regular Air,'2015-02-22',Gurgaon,5942,5942,89441,89441,2188,2188,Shelley Grant,Computer & Electronics,33.94,'2015-02-20 23:33:52.000',1
Delivered,0.94,High,Corporate,Office Supplies,Appliances,Small Box,Kensington 6 Outlet SmartSocket Surge Protector,266.18,12,498.12,43.24,7.2,Regular Air,'2015-02-22',St. Petersburg,2417,2417,90495,90495,919,919,Tracy Livingston,Furniture,21.64,'2015-02-20 07:53:22.000',1
Delivered,1,Critical,Corporate,Office Supplies,Appliances,Small Box,Belkin 5 Outlet SurgeMasterâ„¢ Power Centers,528.96,31,1729.03,57.5,0.99,Regular Air,'2015-02-22',Hong Kong,5946,5946,40962,40962,2189,2189,Frank Cross,Furniture,76.87,'2015-02-20 18:11:11.000',1
Delivered,1,Critical,Corporate,Technology,Telephones and Communication,Small Box,M70,630.96,34,4520.64,132.96,8.99,Regular Air,'2015-02-22',Hong Kong,5947,5947,40962,40962,2189,2189,Frank Cross,Computer & Electronics,139.67,'2015-02-20 00:44:24.000',1
Delivered,1,Critical,Consumer,Furniture,Tables,Jumbo Box,Bretford â€œJust In Timeâ€ù Height-Adjustable Multi-Task Work Tables,-286.04,4,1656.28,440.5,75.23,Delivery Truck,'2015-02-22',Recife,3674,3674,88737,88737,1391,1391,Carolyn Greer,Furniture,81.66,'2015-02-20 00:30:02.000',1
Delivered,0.99,High,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilusâ„¢ Battery Pencil Sharpener,-26.03,1,21.6,23.23,5.53,Express Air,'2015-02-22',Cape Town,5495,5495,87129,87129,2026,2026,Keith Pittman,Stationery,1.09,'2015-02-20 09:01:51.000',1
Delivered,1,High,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",-1295.73,9,882.4,106.57,57.38,Delivery Truck,'2015-02-22',Yaroslavl,2413,2413,90495,90495,918,918,Kerry Jernigan,Stationery,55.07,'2015-02-20 02:25:52.000',1
Delivered,1,Critical,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,-60.71,12,38.13,3.31,1.92,Regular Air,'2015-02-22',Tel Aviv,3191,3191,88603,88603,1213,1213,Jeremy Pratt,Stationery,1.21,'2015-02-20 02:00:15.000',1
Delivered,1,Critical,Corporate,Furniture,Office Furnishings,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",324.88,5,516.33,113.48,5.81,Express Air,'2015-02-24',Yaroslavl,2537,2537,87263,87263,974,974,Herman Pritchard,Furniture,26.7,'2015-02-21 05:28:34.000',1
Delivered,0.57,Medium,Corporate,Technology,Telephones and Communication,Small Pack,Accessory8,-58.62,2,174.24,90.75,1.25,Regular Air,'2015-02-24',Hong Kong,5184,5184,88874,88874,1939,1939,Ruby Hawkins,Computer & Electronics,4.97,'2015-02-21 21:45:28.000',1
Delivered,0.93,Low,Consumer,Office Supplies,Storage & Organization,Medium Box,Eldon Portable Mobile Manager,-133.35,12,343.87,29.85,13.99,Express Air,'2015-02-28',Charleston,8858,8858,88439,88439,3200,3200,Mary O Rich,Furniture,11.37,'2015-02-21 14:52:28.000',1
Delivered,0.61,Medium,Corporate,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,-104.52,11,88.09,8.43,5.03,Regular Air,'2015-02-25',Hong Kong,5185,5185,88874,88874,1939,1939,Ruby Hawkins,Computer & Electronics,2.91,'2015-02-21 00:14:58.000',1
Delivered,1,Critical,Corporate,Office Supplies,Paper,Small Box,Xerox 1961,-33.41,8,42.08,5.26,7.54,Regular Air,'2015-02-23',Ryazan,2539,2539,87263,87263,976,976,Jonathan Higgins,Stationery,0.08,'2015-02-21 16:05:49.000',1
Delivered,0.7,Medium,Corporate,Technology,Telephones and Communication,Small Box,i470,-170.48,1,215.23,217.4,5.26,Regular Air,'2015-02-23',Hong Kong,5186,5186,88874,88874,1939,1939,Ruby Hawkins,Computer & Electronics,3.22,'2015-02-21 14:31:16.000',1
Delivered,0.85,Low,Home Office,Office Supplies,Paper,Small Box,Xerox 1935,126.23,7,185.14,27.84,5.86,Regular Air,'2015-02-27',Cardiff,566,566,88052,88052,216,216,Tonya B Horne,Stationery,7.31,'2015-02-22 04:00:54.000',1
Delivered,0.95,Low,Home Office,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",713.32,7,1065.3,163.64,7.07,Regular Air,'2015-02-27',Edinburgh,567,567,88052,88052,216,216,Tonya B Horne,Furniture,51.7,'2015-02-22 01:28:32.000',1
Delivered,0.91,Medium,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 329,3.77,5,16.09,3.46,0.98,Express Air,'2015-02-25',Yaounde,3242,3242,90380,90380,1230,1230,Joan Hardin,Stationery,0.81,'2015-02-22 04:50:54.000',1
Delivered,0.94,Medium,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 329,3.77,21,67.57,3.46,0.98,Express Air,'2015-02-25',Cairo,3227,3227,11651,11651,1228,1228,Hazel Jennings,Stationery,4.39,'2015-02-22 07:52:51.000',1
Delivered,0.83,Low,Home Office,Office Supplies,Paper,Small Box,Xerox 1908,-53.01,1,54.34,59.07,4.86,Regular Air,'2015-03-01',Manchester,565,565,88052,88052,216,216,Tonya B Horne,Stationery,2.88,'2015-02-22 19:46:27.000',1
Delivered,1,Critical,Small Business,Furniture,Office Furnishings,Small Pack,Ultra Door Push Plate,-19.26,5,24.35,5.18,3.05,Regular Air,'2015-02-25',Stockholm,7888,7888,88628,88628,2880,2880,Grace Black,Furniture,1.38,'2015-02-22 02:53:20.000',1
Delivered,0.51,Medium,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",63.29,8,108.42,13.69,1.49,Regular Air,'2015-02-26',Beijing,5191,5191,88431,88431,1942,1942,Bruce Murray,Stationery,1.79,'2015-02-23 04:37:44.000',1
Delivered,1,Medium,Home Office,Technology,Office Machines,Jumbo Drum,Canon S750 Color Inkjet Printer,868.84,11,1277.98,127.67,26.3,Delivery Truck,'2015-02-26',San Francisco,9197,9197,90375,90375,3333,3333,Marc Simon,Computer & Electronics,80.04,'2015-02-24 00:37:15.000',1
Delivered,0.52,Medium,Home Office,Office Supplies,Appliances,Small Box,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,327.16,13,487.54,41.67,3.99,Regular Air,'2015-02-27',Leeds,112,112,91578,91578,45,45,Melinda Sloan,Furniture,27.76,'2015-02-24 00:18:59.000',1
Delivered,1,Low,Home Office,Technology,Telephones and Communication,Small Box,5165,1452,14,2600.22,185.73,4.99,Regular Air,'2015-03-04',Canberra,1743,1743,90924,90924,663,663,Hilda Bennett,Computer & Electronics,61.73,'2015-02-24 09:07:07.000',1
Delivered,0.98,High,Small Business,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,219.97,7,664.78,105.52,19.99,Regular Air,'2015-02-26',Hong Kong,6294,6294,88621,88621,2320,2320,Sheila Schultz,Computer & Electronics,38.37,'2015-02-24 03:40:02.000',1
Delivered,0.97,High,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars Softgrip Scissors,22.34,8,89.01,11.59,3.37,Regular Air,'2015-02-27',Perth,19,19,90196,90196,12,12,Kara Pace,Stationery,1.97,'2015-02-24 21:14:58.000',1
Delivered,0.88,Low,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",-20.45,11,36.78,3.52,7.49,Regular Air,'2015-02-28',Naples,8049,8049,90223,90223,2926,2926,Derek Tuttle,Stationery,1.14,'2015-02-24 09:07:42.000',1
Delivered,0.99,High,Home Office,Office Supplies,Paper,Small Box,Xerox 1982,-54.2,2,44.83,24.1,16.87,Regular Air,'2015-02-26',Adelaide,1620,1620,91070,91070,611,611,Cathy Weber,Stationery,2.22,'2015-02-24 14:17:27.000',1
Delivered,0.63,Medium,Corporate,Office Supplies,Paper,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,-138.84,8,75.79,9.57,9.86,Regular Air,'2015-02-26',Dnipropetrovsk,7431,7431,88705,88705,2714,2714,Regina Phillips,Stationery,2.48,'2015-02-24 03:41:23.000',1
Delivered,0.58,Medium,Home Office,Office Supplies,Paper,Small Box,HP Office Recycled Paper (20Lb. and 87 Bright),-44.76,10,56.64,6.09,7.64,Regular Air,'2015-02-26',San Francisco,9198,9198,90375,90375,3333,3333,Marc Simon,Stationery,3.03,'2015-02-24 00:07:00.000',1
Delivered,1,Low,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",737.5,8,2312.42,317.64,64.73,Delivery Truck,'2015-03-01',Moscow,2091,2091,88755,88755,790,790,Calvin Harrison,Furniture,143.49,'2015-02-25 02:41:18.000',1
Delivered,0.96,High,Consumer,Office Supplies,Paper,Small Box,Xerox 198,13.81,4,19.57,5.26,8.33,Regular Air,'2015-02-28',Columbus,8736,8736,86906,86906,3156,3156,Norman Ward,Stationery,1.17,'2015-02-26 14:30:30.000',1
Delivered,0.51,Medium,Corporate,Office Supplies,Paper,Small Box,Xerox 1932,76.09,3,107.71,37.4,5.09,Regular Air,'2015-02-28',Shanghai,6701,6701,88715,88715,2462,2462,Ray Cook,Stationery,3.08,'2015-02-26 19:58:44.000',1
Delivered,0.97,High,Consumer,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",323.2,11,1710.04,163.64,7.07,Regular Air,'2015-02-28',Pretoria,5514,5514,87122,87122,2034,2034,Douglas English,Furniture,84.76,'2015-02-26 01:14:16.000',1
Delivered,0.76,Not Specified,Home Office,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",2.05,5,45.03,9.79,4.39,Regular Air,'2015-02-28',Standerton,6043,6043,91225,91225,2218,2218,Hilda Fletcher,Stationery,1.97,'2015-02-26 07:55:38.000',1
Delivered,0.97,High,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Laser Imprintable Binding System Covers,0.83,2,108.39,55.3,16.11,Regular Air,'2015-02-27',Bordeaux,8733,8733,86906,86906,3155,3155,Julian Keith Mayer,Stationery,4.13,'2015-02-26 09:47:27.000',1
Delivered,1,Critical,Corporate,Office Supplies,Storage & Organization,Small Box,Project Tote Personal File,-77.49,6,88.8,14.8,9.37,Express Air,'2015-02-27',Riyadh,8232,8232,87049,87049,2999,2999,Kim McCarthy,Furniture,2.38,'2015-02-26 15:15:15.000',1
Delivered,0.99,High,Corporate,Furniture,Office Furnishings,Wrap Bag,Flat Face Poster Frame,-96.29,5,93.44,19.88,3.62,Regular Air,'2015-02-28',Beijing,6234,6234,90149,90149,2287,2287,Samuel Newman,Furniture,4.34,'2015-02-26 02:39:45.000',1
Delivered,1,Critical,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",-38.4,3,21.2,7.68,3.52,Regular Air,'2015-02-28',Salt Lake City,8231,8231,87049,87049,2999,2999,Kim McCarthy,Computer & Electronics,1.33,'2015-02-26 09:01:05.000',1
Delivered,0.99,High,Corporate,Furniture,Office Furnishings,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",-334.43,3,148.62,49.54,6.77,Regular Air,'2015-02-27',Beijing,6235,6235,90149,90149,2287,2287,Samuel Newman,Furniture,2.86,'2015-02-26 05:42:59.000',1
Delivered,1,Critical,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Satellite Sectional Post Binders,-589.15,6,252.93,45.82,2.99,Regular Air,'2015-02-28',Hong Kong,5707,5707,87895,87895,2099,2099,Nathan Fox,Stationery,14.72,'2015-02-26 15:56:22.000',1
Delivered,0.93,Low,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 7797,340.72,5,612.05,122.41,2.5,Express Air,'2015-03-05',Tumkur,5931,5931,89471,89471,2181,2181,Lillian Andrews,Computer & Electronics,7.35,'2015-02-27 13:01:43.000',1
Delivered,0.98,High,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 327,-6.6,10,20.97,2.33,1.12,Regular Air,'2015-03-01',Los Angeles,8256,8256,40612,40612,3004,3004,Maurice Everett,Stationery,1.65,'2015-02-28 19:13:54.000',1
Delivered,1,Critical,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Poly Binders,-44.57,10,53.14,5.84,6.98,Regular Air,'2015-03-01',Rio de Janeiro,1577,1577,20068,20068,604,604,Lindsay P Ashley,Stationery,3.82,'2015-02-28 02:28:54.000',1
Delivered,1,Critical,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Poly Binders,-12.69,3,15.94,5.84,6.98,Regular Air,'2015-03-01',Sydney,1586,1586,91146,91146,605,605,Alison Peters Wooten,Stationery,0.94,'2015-02-28 05:29:25.000',1
Delivered,0.7,Not Specified,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars Softgrip Scissors,-8.87,1,11.13,11.59,3.37,Regular Air,'2015-03-01',Moscow,2119,2119,90050,90050,803,803,Marianne Goldstein,Stationery,0.27,'2015-02-28 08:07:23.000',1
Delivered,0.82,Not Specified,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Book, 4 per Page",-17.71,4,22.46,5.73,0.95,Regular Air,'2015-03-01',Voronezh,2118,2118,90050,90050,803,803,Marianne Goldstein,Stationery,0.33,'2015-02-28 01:49:46.000',1
Delivered,1,Critical,Corporate,Technology,Telephones and Communication,Small Box,R380,791.45,5,1034.2,206.84,3.99,Regular Air,'2015-03-03',Toronto,6130,6130,87969,87969,2256,2256,Lloyd Levin,Computer & Electronics,24.06,'2015-03-01 14:24:02.000',1
Delivered,0.79,Low,Consumer,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,232.89,6,356.96,63.29,3.99,Express Air,'2015-03-07',Glasgow,611,611,86622,86622,237,237,Amanda Helms,Furniture,13.31,'2015-03-01 02:57:06.000',1
Delivered,0.8,Not Specified,Small Business,Office Supplies,Paper,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",29.95,7,56.19,8.45,2.87,Regular Air,'2015-03-05',Perth,1187,1187,88065,88065,463,463,Debbie Stevenson,Stationery,2.99,'2015-03-01 01:26:59.000',1
Delivered,0.84,Low,Consumer,Furniture,Office Furnishings,Small Box,DAX Clear Channel Poster Frame,43.48,7,105.51,15.38,7.4,Express Air,'2015-03-04',Liverpool,612,612,86622,86622,237,237,Amanda Helms,Furniture,2.03,'2015-03-01 07:05:32.000',1
Delivered,1,Critical,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,-2.36,35,59.24,1.86,0.7,Regular Air,'2015-03-03',Chicago,6533,6533,12868,12868,2403,2403,Kara Gregory,Stationery,4.41,'2015-03-01 01:20:06.000',1
Delivered,1,Critical,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,-2.36,9,15.23,1.86,0.7,Regular Air,'2015-03-03',Salt Lake City,6547,6547,88454,88454,2407,2407,Danielle Williamson,Stationery,0.62,'2015-03-01 09:39:24.000',1
Delivered,1,Not Specified,Corporate,Technology,Telephones and Communication,Small Box,V70,1439.42,13,2628.37,217.4,2.5,Regular Air,'2015-03-05',Belfast,64,64,87656,87656,24,24,Edna Thomas,Computer & Electronics,144.32,'2015-03-02 02:23:19.000',1
Delivered,1,Critical,Small Business,Office Supplies,Paper,Small Box,Xerox 1881,42.56,11,142.56,12.96,6.47,Regular Air,'2015-03-03',Philadelphia,8977,8977,87301,87301,3249,3249,Nicole Goldstein,Stationery,3.75,'2015-03-02 22:29:36.000',1
Delivered,1,Critical,Small Business,Office Supplies,Paper,Small Box,Xerox 1881,42.56,43,557.28,12.96,6.47,Regular Air,'2015-03-03',New York City,8986,8986,46115,46115,3251,3251,Peter Brooks,Stationery,18.73,'2015-03-02 17:34:20.000',1
Delivered,1,Critical,Small Business,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,-36.71,39,740.26,21.09,4,Regular Air,'2015-03-05',New York City,8985,8985,46115,46115,3251,3251,Peter Brooks,Computer & Electronics,58.34,'2015-03-02 07:27:53.000',1
Delivered,1,Critical,Small Business,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,-36.71,10,189.81,21.09,4,Regular Air,'2015-03-05',Baltimore,8976,8976,87301,87301,3249,3249,Nicole Goldstein,Computer & Electronics,13.57,'2015-03-02 19:14:58.000',1
Delivered,0.99,High,Consumer,Office Supplies,Appliances,Small Box,"Acco Six-Outlet Power Strip, 4' Cord Length",-96.59,56,473.93,9.1,4.5,Regular Air,'2015-03-06',Sydney,1203,1203,40165,40165,471,471,Ross Simpson,Furniture,29.93,'2015-03-02 02:35:33.000',1
Delivered,1,Critical,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Drawing Pencil Set,-3.66,5,13.77,2.93,1.34,Regular Air,'2015-03-04',Vancouver,5096,5096,91314,91314,1896,1896,Allen Garrett,Stationery,0.41,'2015-03-02 06:34:30.000',1
Delivered,0.91,High,Consumer,Office Supplies,Appliances,Small Box,"Acco Six-Outlet Power Strip, 4' Cord Length",-72.62,14,118.48,9.1,4.5,Regular Air,'2015-03-06',Perth,1210,1210,88025,88025,472,472,Donna Craven,Furniture,6.31,'2015-03-02 06:37:18.000',1
Delivered,0.68,Medium,Small Business,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,119.06,11,183.71,16.87,4,Regular Air,'2015-03-05',Birmingham,624,624,90483,90483,241,241,Amy Ellis Holder,Computer & Electronics,6.15,'2015-03-03 12:53:11.000',1
Delivered,1,Critical,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory25,145.08,12,252.62,22.16,0.99,Regular Air,'2015-03-06',Perth,1382,1382,88128,88128,542,542,Jim Shah,Computer & Electronics,9.28,'2015-03-03 10:05:35.000',1
Delivered,0.93,Low,Home Office,Furniture,Office Furnishings,Small Pack,Nu-Dell Executive Frame,-13.12,1,12.94,13.34,4.98,Express Air,'2015-03-13',Tel Aviv,3073,3073,91469,91469,1174,1174,Calvin Hutchinson,Furniture,0.18,'2015-03-03 04:37:47.000',1
Delivered,0.93,Low,Home Office,Furniture,Office Furnishings,Small Pack,Nu-Dell Executive Frame,-13.12,1,12.94,13.34,4.98,Express Air,'2015-03-13',Melbourne,3076,3076,48071,48071,1176,1176,Barbara Saunders,Furniture,0.35,'2015-03-03 08:48:00.000',1
Delivered,0.69,Low,Consumer,Technology,Telephones and Communication,Small Box,5190,-194.66,2,135.1,69.64,7.69,Regular Air,'2015-03-09',Shanghai,7791,7791,87319,87319,2854,2854,Brian Norman,Computer & Electronics,4.18,'2015-03-03 00:08:58.000',1
Delivered,1,Medium,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1838.59,14,3316.47,257.49,43.32,Delivery Truck,'2015-03-06',Barcelona,4168,4168,88095,88095,1561,1561,Edwin Coley,Furniture,203.51,'2015-03-04 19:05:11.000',1
Delivered,0.65,Not Specified,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,105.64,8,277.32,36.49,8.99,Express Air,'2015-03-06',Swellendam,6012,6012,86262,86262,2206,2206,Bobby Powell,Stationery,12.83,'2015-03-04 17:13:02.000',1
Delivered,1,Critical,Corporate,Office Supplies,Paper,Small Box,Xerox 226,-40.57,21,136.46,6.84,5.84,Regular Air,'2015-03-08',Paris,9105,9105,23968,23968,3289,3289,Emily Britt,Stationery,7.45,'2015-03-05 00:51:20.000',1
